"1/15/2010"," *Na Ivan mnogo statii mu se pisexa.","P Ivan dat many articles SE write.3sg.imp ","`Ivan felt like writing many articles’","","","word order","","Bulgarian",""
"1/15/2010"," *Mnogo statii na Ivan mu se pisexa.","Many articles P Ivan dat SE write.3sg.imp","`Ivan felt like writing many articles’","","","word order","","Bulgarian",""
"1/15/2010"," *mu se pisexa na Ivan mnogo statii.","dat SE write.3sg.imp P Ivan many articles","`Ivan felt like writing many articles’","","","word order ","","Bulgarian",""
"1/15/2010"," *mu se pisexa mnogo statii na Ivan.","dat SE write.3sg.imp many articles P Ivan","`Ivan felt like writing many articles’","","","word order","","Bulgarian",""
"1/15/2010"," Pisexa mu se mnogo statii na Ivan.","write.3sg.imp dat se many articles P Ivan","`Ivan felt like writing many articles’","","","word order","","Bulgarian",""
"1/15/2010"," Mnogo statii na Ivan mu se padnaxa.","Many articles P Ivan dat SE drop.3sg.imp","Many articles were dropped on Ivan. ","(feel like reading not available)","","","","Bulgarian",""
"1/15/2010"," *Mnogo statii pisexa mu se na Ivan.","many articles write.3sg.imp dat se  P Ivan","`Ivan felt like writing many articles’","","","word order","","Bulgarian",""
"1/15/2010","Na decata im se pregushtaxa edin drug.","child.pl dat.pl SE hug.3pl.imp each other.","`The children hug each other.’","","","C-command Word Order","","Bulgarian",""
"1/15/2010"," *Na edin drug im se pregurstaxa decata.","P each other dat.pl SE hug.3pl.imp child.pl.the","`The children felt like hugging each other.’","","","C-command Word Order","","Bulgarian",""
"1/15/2010"," Na decata im se pregustashe edin druk.","P child.pl dat.pl SE hug.3sg.imp each other.","`The children feel like hugging each other.’","why do i have 2 of the same data?","","C-command","","Bulgarian",""
"1/15/2010"," *Edin druk im se pregustashe na decata.","each other dat.pl SE hug.3sg.imp P children","`The children felt like hugging each other.’","","","C-Commandword order (ordinarily this word order would be allowed)","","Bulgarian",""
"1/15/2010","Vsiako momce pregurna maika si.","Each boy hug.pst3sg mother his","`Each boy hugged his (own) mother.’","","","Different kind of c-command","","Bulgarian",""
"1/15/2010"," Nego vata maika pregurna vsiako momce.","His own mother hug.3sg.pst each boy.","His mother hugged every boy.","I don’t understand the difference between `nego vata maika’ and `maika si’","(only one mother)","c-commandquantifier binding","","Bulgarian",""
"1/15/2010"," *Maika si pregurna vsiako momce.","mother his hug every boy","`His mother hugged every boy.’","","","c-commandQuantifier binding","","Bulgarian",""
"1/15/2010"," Maika mu pregurna vsiako momce.","mother his hug.3sg.pst every boy","`His mother hugged every boy.’","","","C-commandQuantifier Binding","","Bulgarian",""
"1/15/2010"," Na vsiako momche mu se pregurnashe negovata (si) maika (si).","P every boy dat se hug.imp. his.own mother ","`Every boy felt like hugging his mother.’","","","c-commandquantifier binding","","Bulgarian",""
"1/15/2010"," Na vsiako momce shteshe da se pregurne s maika si.","P every boy want to se hug.pres.3sg with mother own","`Every boy felt like hugging his mother.’","its not ‘mu se shteshe’? ","","c-commandquantifier binding","","Bulgarian",""
"1/15/2010"," Na maika mu se shteshe da pregurne vsiako momce.","P mother dat se want to hug.3sg.pres every boy.","`His mother felt like hugging every boy.’","","","c-commandquantifier binding","","Bulgarian",""
"1/15/2010"," Ivan i Joana se pregurna.","Ivan and Joana hug.3pl.pst","`Ivan and Joana hugged.’","","","Plural subjectC-command","","Bulgarian",""
"1/15/2010","Na Ivan i Joana im se pregustase (edin drug).","P Ivan and Joana dat.pl se hug.3sg.imp each other.","`Ivan and Joana felt like hugging each other.’","","","C-Command","","Bulgarian",""
"4/6/2010","Ne mi lipsvat sili.","","I lack strength","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","*Ne si lipsvam.","","I lack myself","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","*Ivan si lipsva.","","Ivan lacks himself.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Ivan mi izglezhda glupav.","","Ivan seems stupid to me.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","*Ivan si izglezhda glupav.","","Ivan seems stupid to himself.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Momcheta bjaha povereni na Ivan.","","The boys were entrusted to Ivan.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","*Mocheta si gjaha povereni.","","The boys were entrusted to themselves","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","*Ivan si pristigna.","","Ivan arrived.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","kushata si beshe postroena na hulma.","house.the refl.dat burn.3sg.imp down on hill","The house  burned down.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","*kushata se beshe postroena na hulma.","house.the refl.acc burn.3sg.imp down on hill","","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Na Ivan mu se privizhdat tezi momicheta.","","Ivan imagines these girls","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","#Na Ivan mu se privizhate vie.","","Ivan imagines you. ","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Ivan si lipsa ipod.","","Ivan misses his Ipod","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","#Ivan si lipsa Joana","","","","","must be a small thing (I think it must be inanimate)","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Mocheta si bjaha poverili.","","The boys take care of themselves.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Mocheta se bjaha poveili.","","","","","Have to explain to home. (context where they escaped and are entrusted to someone else)","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Ivan si pristigashe.","","Ivan arrives (at home).","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Ivan si misli negovite misli.","","Ivan is thinking about his own thoughts.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Ivan si misli za Joana.","","","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","*Ivan se misli za Joana.","","","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Ivan se misli za glupav.","","","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Ivan si se misli za glupav.","","Ivan thinks to himself that he is stupid.","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","kushata se suruti.","","The house collapsed","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Kushata *si suruti.","","","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Na Ivan mu se privazdaja momicheta.","","","","","","Reflexive Clitics in the Slavic andRomance Languages.A Comparative View from an Antipassive Perspective.Lucie Medová","Bulgarian",""
"4/6/2010","Na men mi se jade shocolad.","P me dat.1sg SE eat.3sg. chocolate","`I feel like eating chocolate’","","","Impulsative","","Bulgarian",""
"4/1/2010","Na Ivan bi mu se rabitilo.","P Ivan may dat se work.subj.neut","`Ivan may feel like working.’","i keep forgetting that o is neuter","","modal","","Bulgarian",""
"4/1/2010","*Na Ivan mu se bi rabotilo.","P Ivan dat se may work.subj.neut","`Ivan may feel like working’","no clitic climbing","","modal","","Bulgarian",""
"4/1/2010","Na mene mi se raboteshe","P me dat se work.imp.3sg","`I felt like working.’","","","Pronouns","","Bulgarian",""
"4/1/2010","Na teve ti se raboteshe","P you dat se work.imp.3sg.","`You felt like working.’","","","Pronouns","","Bulgarian",""
"4/1/2010","na nego mu se raboteshe","P him dat se work.imp.3sg","`He felt like working.’","","","pronouns","","Bulgarian",""
"4/1/2010","na mene bi mi se rabotilo.","P me may dat se work.subj.neut","`I may feel like working.’","","","modal","","Bulgarian",""
"4/1/2010","as bix rabotil. (*o)","I.nom may.1sg work.subj.masc","`I may work.’","","","modal","","Bulgarian",""
"4/1/2010","A sum sustoyanie rabotilya.","","I am in condition to work.","","","","","Bulgarian",""
"4/1/2010","Ti si sustoyanie rabotish.","","You are in condition to work","","","","","Bulgarian",""
"4/1/2010","Ivan se nadiava Joana da specheli medal.","Ivan SE hopes.3sg Joana TO win.3sg medal","`Ivan hopes Joana wins a medal.’","","","control","","Bulgarian",""
"4/1/2010","Ivan se nadiava as da specila medal.","Ivan SE hopes I to win.1sg medal.","`Ivan hopes I win the medal.’","","","control","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe pregurne neya.","P Ivan dat SE want hug her","`Ivan wants to hug her.’","Shteshe is actually  is will plus imperfect on it","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan mu se shetshe da ya pregurne.","P Ivan dat SE want to her hug.3sg","`Ivan wants to hug her.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe da  gi pregurne.","P Ivan dat se want to them hug.3sg","`Ivan wants to hug them.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan i Joana im se shteshe da gi pregurnat.","P Ivan and Joana dat.pl SE want to them hug.3pl","`Ivan and  Joana want to hug them.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan i Joana im se shteshe da ya pregurnat.","P Ivan y Joana dat.pl SE want to her hug.pl","`Ivan and Joana want to hug her.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na nego mu se shteshe.....","P him dat SE want......","`He wants....’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","*Toy mu se shteshe......","He.nom dat SE want....","`He wants’","shows that overt verb cannot take nominative case","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe toy da gi pregurne.","P Ivan dat SE want he to them hug.3sg","`Ivan feels like hugging them.’","embedded verb can have overt subject","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe tya da gi pregurnat samulsuznatelno.","P Ivan dat SE want them to them hug.3pl on.purpose","`Ivan wants them to hug them on purpose.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Samulsuznatelno na Ivan mu se shteshe da ya pregurne.","on.purpose P Ivan dat SE want to her hug.3sg","`Ivan feels like hugging her on purpose.’","I should have gotten something like sleep, where I could see what on purpose is modifying.","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan naistina mu se pregurne.","P Ivan truely dat SE hug.3sg.","`Ivan truely feels like hugging.’","Slaven offered this after asking about on purpose, my guess is because it is not salient to feel like on purpose. I should have done more testing with it.","","Adverb","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe da pregurshta.","P Ivan dat SE want.imp to hug.imp.3sg?","`Ivan feels like hugging.’","I believe this is the form that has aspect but no tense.... ","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan mu se pregrustashe.","P Ivan dat SE hug.3sg.imp","`Ivan feels like hugging.’","","","Impulsative","","Bulgarian",""
"4/13/2010","Ivan shteshe pregurshta.","Ivan want.imp hug.3sg.imp","`Ivan feels like hugging.’","This can’t be right, no dative marker, no complementizer","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan mu se pregrustashe s nega. *tya","P Ivan dat SE hug.3sg.imp with them *they","`Ivan feels like hugging them.’","it is suprising that it does not get nominative case, but I think hug is a problematic verb because of A hug B and A and B hug. ","","Object Case","","Bulgarian",""
"4/13/2010","Na Ivan mu se pregrustashe Joana i Pavel.","P Ivan dat SE hug.3sg.imp Joana and Pavel","`Ivan feels like hugging Joana and Pavel.’","surprising that there is not object agreement ","","Object Agreement","","Bulgarian",""
"4/13/2010","#Na Ivan mu se pregrustaxa Joana i Pavel.","P Ivan dat SE hug.3pl.imp Joana and Pavel","`Ivan feels like hugging Joana and Pavel.’","surprising that there is not object agreement ","","Object Agreement","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe da pishe mnogo statii.","P Ivan dat SE want.imp to write.3sg. many article.pl","`Ivan feels like writing many articles.’","","","object agreement","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe da pishe kniga.","P Ivan dat SE want.imp TO write.3sg book","`Ivan wants to write a book.’","","","Periphrastic ImpulsativeObject Agreement ","","Bulgarian",""
"4/13/2010","Na Ivan mu se pishexa mnogo statii.","P Ivan dat SE write.3pl many articles","`Ivan feels like writing many articles.’","","","Object Agreement","","Bulgarian",""
"4/13/2010","Na Ivan mu se pisheshe kniga.","P Ivan dat SE write.3sg book","`Ivan feels like writing a book.’","","","Object Agreement","","Bulgarian",""
"4/13/2010","Na Ivan mu se pishexa te.","P Ivan dat SE write.3pl them.nom","`Ivan felt like writng them.’","","","Object Case","","Bulgarian",""
"4/13/2010","Ivan gi pisa. (*te).","Ivan them wrote.","`Ivan wrote them.’","","","Object Case","","Bulgarian",""
"4/13/2010","Te chetut mnogo statii.","They read.3pl many articles","`He read many articles.’","","","","","Bulgarian",""
"4/13/2010","Na Ivan bi mu se pisali mnogo statii.","P Ivan may dat SE  write.3sg.imp.subj many articles","`Ivan may feel like writing many articles.’","","","modals","","Bulgarian",""
"4/13/2010","Ivan bi pisal mnogo statii.","Ivan may write.subj many articles","`Ivan may write many articles.’","","","modals","","Bulgarian",""
"4/13/2010","Ivan bi pisal kniga.","Ivan may write.subj book.","`Ivan may write a book’","","","modal","","Bulgarian",""
"4/13/2010","Na Ivan bi mu se pisala kniga.","P Ivan may dat SE write.subj book.","`Ivan may feel like writing a book.’","there’s gender agreement with subjectives","","modals","","Bulgarian",""
"4/13/2010","Ivan bi pokanyil Joana.","Ivan may invite.subj Joana","`Ivan might invite Joana.’","","","Modal","","Bulgarian",""
"4/13/2010","Na mene mi se shteshe da pregurna Joana.","P me dat SE want TO hug.1sg Joana ","`I feel like hugging Joana’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na tebe ti se shteshe da pregurnesh Joana.","P you dat SE want to hug.2sg Joana.","`You want to hug Joana.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na mene mi se pregustashe Joana.","P me dat SE hug.3sg.imp Joana.","`I felt like hugging Joana.’","","","Object agreement","","Bulgarian",""
"4/13/2010","Na tebe ti se pregustashe Joana.","P you dat SE hug.3sg.imp Joana.","`You felt like hugging Joana.’","","","Object Agreement ","","Bulgarian",""
"4/13/2010","Na tebe ti se shteshe da me pregurnex.","P you dat SE want to me hug.2sg","`You feel like hugging me.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na mene mi se shteshe da te pregurna.","P me dat SE want to me hug.1sg","`I feel like hugging you.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na tebe ti se pregustashe s mene","P you dat SE hug.3sg.im with me","`You feel like hugging me.’","its not agreeing iwth anything here","","Object Agreement","","Bulgarian",""
"4/13/2010","Na mene mi se shteshe da te pokanya.","P me me.dat SE want to them invite.1sg.","`I feel like inviting them.’","","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na tebe ti se pokanyish men. (*as)","P you dat SE invite.3sg.imp me (*I.nom)","`You feel like inviting me.’","invite doesn’t seem to work either... but I’m wondering if there is a person case constraint...","","Object Agreement","","Bulgarian",""
"4/13/2010","Ti ishkashe da me pokanyish.","You.nom want to me invite.2sg","`You want to invite me.’","ishkashe is a lexical verb want","","Want","","Bulgarian",""
"4/13/2010","Na tebe ti se pokanjish tjax.","P you dat SE invite.3sg.imp them.acc","`You felt like inviting them.’","","","Object Case","","Bulgarian",""
"4/13/2010","#Na Ivan bi mu se pokayilo Joaana.","Na Ivan may dat SE invite.subj.masc Joana","`Ivan may feel like inviting Joana.’","","","ModalObject Agreement","","Bulgarian",""
"4/13/2010","Na Ivan bi mu se pokanyilo deteto.","P Ivan may dat SE invite.subj.masc child","`Ivan may feel like inviting the child.’","","","modalobject agreement","","Bulgarian",""
"4/13/2010","Na Ivan bi mu se pokayilo decata.","P Ivan may dat se invite.subj.masc children.","`Ivan may feel like inviting children’","shouldn’t it be pokayili?","","modal object agreement","","Bulgarian",""
"4/13/2010","Na Ivan bi mu se shtashalo da pokani.","P Ivan may dat se want.imp.masc to invite.3sg","`Ivan may feel like inviting’","","","Periphrastic ImpulsativeModal","","Bulgarian",""
"4/13/2010","Na Ivan bi mu se precarvashe ureme s decata.","??","","","","","","Bulgarian",""
"4/13/2010","Na Ivan bi mu se pokanyata decata.","P Ivan may dat se invite.3pl.imp children.","`Ivan may feel like inviting the children.’","where is the subjunctive marker?Is there agreement?","","ModalObject Agreement","","Bulgarian",""
"4/13/2010","*Na Ivan bi mu se pokonili decata.","P Ivan may dat se invite.subj.masc.pl children.the","`Ivan  may feel like inviting the children.’","no agreement but it may be an animacy thing.","","modalsobject agreement","","Bulgarian",""
"4/13/2010","Na Ivan mu se shteshe da sa pokanili decata.","P Ivan mu se want.imp to sa? invite.subj.3pl children.the","`Ivan feels like inviting the children’","did i mean to put a bi in there? ","","Periphrastic Impulsative","","Bulgarian",""
"4/13/2010","Na Ivan bixa mu se piseli monogo statii.","P Ivan may.3pl dat se write.subj.masc.pl many articles","`Ivan may feel like writing many articles.’","aha! object agreement, but only with non-animates","","modalsobject agreement","","Bulgarian",""
"6/16/2008","Vchera na Ivan mu se vryshtashe v Sofia.","yesterday to Ivan he.DAT REFL go-back.PAST in Sofia","`Yesterday, Ivan felt like going back to Sofia.'","(feel modified)","","Time Adverbs"," Todor M and Z","Bulgarian",""
"6/16/2008","Na Ivan mu se vryshtashe v Sofia utre.","to Ivan he.DAT REFL go-back.PAST in Sofia tomorrow","'Ivan felt like going back to Sofia tomorrow.'"," (going-back modified)","","Time Adverbs"," Todor M and Z","Bulgarian",""
"6/16/2008","Vchera na Ivan mu se vryshtashe v Sofia utre. ","yesterday to Ivan he.DAT REFL go-back.PAST in Sofia tomorrow","'Yesterday, Ivan felt like going back to Sofia tomorrow.'","(feel+go-back modified)","","Time Adverbs"," Todor M and Z","Bulgarian",""
